id,category_id,title,author,description,release_year
4400.0,History,Strawberry Days,David A. Neiwert,"Strawberry Days tells the vivid and moving tale of the creation and destruction of a Japanese immigrant community. Before World War II, Bellevue, the now-booming ""edge city"" on the outskirts of Seattle, was a prosperous farm town renowned for its strawberries. Many of its farmers were recent Japanese immigrants who, despite being rejected by white society, were able to make a living cultivating the rich soil. Yet the lives they created for themselves through years of hard work vanished almost instantly after the bombing of Pearl Harbor. David Neiwert combines compelling story-telling with first-hand interviews and newly uncovered documents to weave together the history of this community and the racist schemes that prevented the immigrants from reclaiming their land after the war. Ultimately, Strawberry Days represents more than one community's story, reminding us that bigotry's roots are deeply entwined in the very fiber of American society.",2005.0
4401.0,Literary Criticism,How to Read a Poem,Terry Eagleton,"Lucid, entertaining and full of insight, How To Read A Poem is designed to banish the intimidation that too often attends the subject of poetry, and in doing so to bring it into the personal possession of the students and the general reader. Offers a detailed examination of poetic form and its relation to content. Takes a wide range of poems from the Renaissance to the present day and submits them to brilliantly illuminating closes analysis. Discusses the work of major poets, including John Milton, Alexander Pope, John Keats, Christina Rossetti, Emily Dickinson, W.B. Yeats, Robert Frost, W.H.Auden, Seamus Heaney, Derek Mahon, and many more. Includes a helpful glossary of poetic terms.",2006.0
4402.0,Religion,Christian Theology,Alister E. McGrath,"Alister McGrath’s internationally-acclaimed Christian Theology: An Introduction is one of the most widely used textbooks in Christian theology. Fully revised and featuring lots of new material, this fourth edition provides an unparalleled introduction to 2,000 years of Christian thought. A fully revised new edition of the bestselling introductory textbook in Christian theology Features new sections on monastic schools of theology, the English Reformation, and Radical Orthodoxy Includes increased discussion of women in the early Church, feminist theology, Eastern Orthodox theology and history, and Catholic teachings on the Doctrine of the Church Incorporates user-friendly key terms sections, and study questions Supported by a website at www.blackwellpublishing.com/mcgrath, containing additional lecturer resources.",2006.0
4403.0,Philosophy,South Park and Philosophy,Robert Arp,"If you think Saddam and Satan make a kinky couple, wait till you get a load of South Park and Philosophy. Get your Big Wheels ready, because we’re going for a ride, as 22 philosophers take us down the road to understanding the big-picture issues in this small mountain town. A smart and candid look at one of television’s most subversive and controversial shows, celebrating its 10th anniversary this year Draws close parallels between the irreverent nature of South Park and the inquiring and skeptical approach of philosophy Addresses the perennial questions of the show, and the contemporary social and political issues that inspire each episode Uses familiar characters and episodes to illustrate topics such as moral relativism, freedom of expression, gay marriage, blasphemy, democracy, feminism, animal ethics, existential questions and much more makes you laugh out loud",2006.0
4404.0,"Children's stories, English",The Faraway Tree Stories,Enid Blyton,"Jo, Bessie and Fanny move to the country and find an Enchanted Wood right on their doorstep And in the wood stands the magic Faraway Tree, and in that tree live the magical characters that soon become their new friends - Moon-Face, Silky the fairy, and Saucepan Man. Together they climb through the clouds to the top of the tree and discover the Land of Spells, The Land of Secrets and the Land of Do-As-You-like. There are lots of magical adventures to read about in this bumper 3-in-1 edition.",1987.0
4405.0,Cats,The Mystery of the Disappearing Cat,Enid Blyton,"A fantastic children’s crime story from the world’s best-loved children’s author, Enid Blyton. Lady Candling's best Siamese cat has gone missing. It's another mystery for the Find-Outers! The gardener, Luke, always seems so friendly. He couldn't possibly be the thief... Or could he? All will be revealed in The Mystery of the Disappearing Cat. The Mystery series follows the adventures of ‘The Five Find Outers’ - Pip, Bets, Larry, Daisy and Fatty, as they solve the most unusual crime cases with the help of their dog Buster. Enid Blyton is arguably the most famous children’s author of all time. Thanks to series such as The Wishing-Chair, The Faraway Tree­, The Mysteries, The Famous Five and The Secret Seven, she has sold over 400 million books in more than 40 languages worldwide. Her Mysteries stories have charmed generations of children – and they are as popular today as they have ever been.",1944.0
4406.0,Children's stories,The Mystery of the Secret Room,Enid Blyton,"A fantastic children’s crime story from the world’s best-loved children’s author, Enid Blyton. Fatty has discovered an amazing talent for disguise. He fools everyone with his French student act - even Mr Goon! But when Pip discovers a secret room in Milton House, the children decide to investigate . . . What will they discover in The Mystery of the Secret Room? The Mystery series follows the adventures of ‘The Five Find Outers’ - Pip, Bets, Larry, Daisy and Fatty, as they solve the most unusual crime cases with the help of their dog Buster. Enid Blyton is arguably the most famous children’s author of all time. Thanks to series such as The Wishing-Chair, The Faraway Tree­, The Mysteries, The Famous Five and The Secret Seven, she has sold over 400 million books in more than 40 languages worldwide. Her Mysteries stories have charmed generations of children – and they are as popular today as they have ever been.",2009.0
4407.0,Cities and towns,Babar the King,Jean de Brunhoff,King Babar overseas the building of the elephant town of Celestville and the organization of his community of subjects.,2004.0
4408.0,Adventure stories,Den of Thieves,Julia Golding,"The third volume from the heroine Cat Royal, in which the French Royal family flee as Cat takes her first steps as a dancing spy and witnesses the power of the people.",2007.0
4409.0,Fiction,Spire,William Golding,The nation's favourite and best-selling study guides,2006.0
4410.0,Fiction,Lost Illusions,Honoré de Balzac,"By the French author, who, along with Flaubert, is generally regarded as a founding-father of realism in European fiction. His large output of works, collectively entitled The Human Comedy (La Comedie Humaine), consists of 95 finished works (stories, novels and essays) and 48 unfinished works. His stories are an attempt to comprehend and depict the realities of life in contemporary bourgeois France. They are placed in a variety of settings, with characters reappearing in multiple stories.",2006.0
4411.0,History,"The Pronouncing Reading Book for Children, With an Intr., by W.L. Robinson",William L Robinson,"This is a reproduction of the original artefact. Generally these books are created from careful scans of the original. This allows us to preserve the book accurately and present it in the way the author intended. Since the original versions are generally quite old, there may occasionally be certain imperfections within these reproductions. We're happy to make these classics available again for future generations to enjoy!",2019.0
4412.0,History,A Commentary Upon the Gospel According to S. Luke,Saint Cyril (patriarch of Alexandria),"This is a reproduction of the original artefact. Generally these books are created from careful scans of the original. This allows us to preserve the book accurately and present it in the way the author intended. Since the original versions are generally quite old, there may occasionally be certain imperfections within these reproductions. We're happy to make these classics available again for future generations to enjoy!",2019.0
4413.0,History,Collections of the Massachusetts Historical Soceity,Hardpress,"This is a reproduction of the original artefact. Generally these books are created from careful scans of the original. This allows us to preserve the book accurately and present it in the way the author intended. Since the original versions are generally quite old, there may occasionally be certain imperfections within these reproductions. We're happy to make these classics available again for future generations to enjoy!",2019.0
4414.0,History,The Story of the Life of Lafayette,Mrs John Farrar,"This is a reproduction of the original artefact. Generally these books are created from careful scans of the original. This allows us to preserve the book accurately and present it in the way the author intended. Since the original versions are generally quite old, there may occasionally be certain imperfections within these reproductions. We're happy to make these classics available again for future generations to enjoy!",2019.0
4415.0,Fiction,The End of Nana Sahib,Jules Verne,"This story is dated a few years after the Indian Mutiny. A party of men travel many miles in a wonderful moving house, drawn by a marvelous steam elephant. Their many adventures, and the doings of Nana Sahib, the fiend of the Mutiny and his final overthrow, are very exciting.",2003.0
4416.0,Study Aids,Sparknotes Henry IV,John Crowther,"Presents the original text of Shakespeare's play side by side with a modern version, with marginal notes and explanations and full descriptions of each character.",2005.0
4417.0,Existentialism,Existential Meditation,Simon Cleveland,"In this three-part discourse, Simon Cleveland offers a perspective on life derived partly from the latest scientific theories in cosmology and quantum mechanics and partly from analysis on the works of some of the greatest writers and philosophers of the nineteenth and twentieth centuries. The book explores topics such as the meaning of time, consciousness and the development of the essence. The author also examines the genesis of the concept of immortality.",2005.0
4418.0,Fiction,A Million Little Pieces of Feces,Python Bonkers,"(Selected excerpts and outside reviews can be found by clicking on the blue Python Bonkers hyperlink.) This book may share an alphabetical lineage with the Frey book, but there is no melodramatic redemption here -- it is not a parody of that book but its own entity. As one of the characters from the book says, We're still involved in the commission of the acts that will require redemption -- and those stories are always so much more fun. Bonkers and his bizarre team embarks on a gonzo tear through the streets of Los Angeles and across the pop cultural landscape as well. In his satirical quest for truth in journalism, and life, he must navigate through the many odd tiers of social class, in both the Southern California culture and in his Machiavellian office life and its absurd red and blue political divisions. This is no heart-wrenching tale of excess, its destination is hilarity, so it presses the pedal to the metal and takes no prisoners.",2006.0
4419.0,Fiction,The Master and Margarita,Mikhail Afanasevich Bulgakov,"Moscow, 1929: a city that has lost its way amid corruption and fear, inhabited by people who have abandoned their morals and forsaken spirituality. But when a mysterious stranger arrives in town with a bizarre entourage that includes a giant talking cat and a fanged assassin, all hell breaks loose. Among those caught up in the strange and inexplicable events that transpire in the capital are the Master, a writer whose life has been destroyed by Soviet repression, and his beloved Margarita. Their adventures reveal a story that began two thousand years ago in ancient Jerusalem -- and its resolution will decide their fate. Translated by Michael Karpelson.",2006.0
4420.0,History,The Radical Right and the Murder of John F. Kennedy,Harrison E. Livingstone,"The Radical Right and the Murder of John F. Kennedy: Stunning Evidence in the Assassination of the President Harrison E. Livingstone's major new book, the fifth of his works on the death of JFK, brings together for the first time all of the central evidence demonstrating a domestic Right Wing conspiracy rooted in Texas which assassinated the President on November 22, 1963. The book represents forty years of work. The book discusses in great detail the actual medical evidence and the forgery of the autopsy photographs and X-rays, which Mr. Livingstone first exposed, the alteration of the autopsy report, the framing of the designated patsy, Lee Harvey Oswald, and the substitution and fabrication of every single piece of evidence. It discusses the role played in the murder by some of the most powerful men in the country: Lyndon Johnson, J. Edgar Hoover, and Richard Nixon, as well as the rich oil men and companies who backed them. It then describes the cover-ups by the media, the major investigations over the years, the FBI, and the mind-control cooperation at work in the case to misdirect researchers and the public. The book describes in great detail the people and companies in Texas who planned and carried out the assassination. It names names. One recent investigation in the 90s followed Mr. Livingstone's preceeding work and reinvestigated with the witnesses both he and the official investigations had talked to, but this time took into consideration their documentation and what they had actually said, and in a chapter this is his stunning new evidence from the U.S. government under President Clinton that is blowing the lid off the case. Mr. Livingstone first revealed to the Washington press corps in 1998 that there has been such a secret investigation, and spoke for fifty minutes when the Assassination Records Review Board gave their final press conference. As a result, Mr. Livingstone was on all major TV networks and on the ""Today"" show (NBC) with Katie Couric the next morning. The book also contains the story of Dallas doctor Charles Crenshaw's law suit and the depositions of the editor and writer of the Journal of American Medical Association who libeled him in articles in 1992. Dr. Crenshaw's book about trying to save Kennedy at Parkland Hospital shortly after the shooting came out on the same day as Mr. Livingstone's major work on the medical evidence, High Treason 2, were JAMA's targets, and the depositions contain much discussion of Mr. Livingstone's major impact on the JFK case. This new book is to be followed closely by a sixth book entirely about the Zapruder film, called The Hoax of the Century: Decoding the Forgery of the Zapruder Film.",2004.0
4421.0,Comics & Graphic Novels,Gunslinger Girl,Yu Aida,"When Henrietta barely survives a brutal attack that killed her family, she is ""rescued"" by the Social Welfare Agency who repairs her body with robotic components and brainwashes her to forget her past and become a lethal cyborg assassin.",2003.0
4422.0,Literary Criticism,Looking for God in Harry Potter,John Granger,"Provides a Christian interpretation of the first six books, arguing that the series supports biblical teaching as opposed to the practice of the occult, and offers insights into character names, imagery, and themes.",2006.0
4423.0,Fiction,Dirty Little Secrets,Julie Leto,"USA Today bestselling author Julie Leto launches a caliente new series featuring a sexy, Latina bounty hunter with an appetite for danger and an insatiable thirst for the man she's hunting down: her ex. When Marisela Morales sets out to stop her ex-boyfriend Francisco Vega from skipping out on bail, she has a secret agenda: revenge. She hasn't seen Frankie in ten years, and back then, he broke her heart, choosing his gang over his girl. So when she tracks him down in their old haunt, a hot dance club in Tampa, she sets about seducing him into her trap. Frankie has a secret agenda, too, and Marisela soon faces a tough choice: continue drifting through her twentysomething life -- hitting the same town with the same girlfriends every weekend while struggling to find a job and pay the rent -- or dive headfirst into danger with her ex. Frankie operates in a treacherous underworld full of arms dealers, assassins, and sinister agendas -- a world overrun with people keeping dirty little secrets -- and only Marisela has the cojones to fight her way to the truth. Sexy, sultry, and action-packed, Dirty Little Secrets is a thrilling adventure in manhunting of the most dangerous kind.",2005.0
4424.0,Fantasy,The Voyage of the Jerle Shannara Trilogy,Terry Brooks,"When the body of a half-drowned elf is found floating in the seas of the Blue Divide, an old mystery resurfaces. Thirty years ago, an expedition in search of a legendary, ancient magic set out. But none who went ever returned. Until now. For the rescued elf carries a map covered with mysterious symbols only one man can decipher. That man is Walker Boh, the last of the Druids. But one other person understands the map's significance - the Ilse Witch, a beautiful but twisted young woman, who wields a magic as potent as Walker's own. She will stop at nothing to possess the map - and the magic it leads to. To stop her, Walker must find the magic first. And thus begins the voyage of the sleek, swift airship Jerle Shannara. The company chosen by Walker must fly into the face of unknown terrors while the Ilse Witch and her dark allies follow, waiting to strike…",2004.0
4425.0,Fiction,If You Dare,Kresley Cole,"With If You Dare, Cole introduces a thrilling new romance trilogy featuring fierce Scottish brothers with dangerous lives, dark desires, and a deadly curse. Can he exact revenge? High in the Pyrenees, a band of mercenaries led by Courtland MacCarrick wages war for General Reynaldo Pascal. When Court turns on the evil general, Pascal orders him killed but Court narrowly escapes and exacts revenge by kidnapping Pascal's exquisite Castilian fiancée. Can she deny her passions? Lady Annalía Tristán Llorente despises her towering, barbaric captor almost as much as she does Pascal. Her inexplicable attraction to the Highlander only fuels her fury. But nothing will stop her from returning to Pascal -- for if she doesn't wed him, she signs her brother's death warrant, as well as her own. Can there be love between them? From the moment Court discovers that Anna's prim façade masks a fiery, brave lass, his heart's ensnared, and he dares to defy the curse that has shadowed his life -- to walk with death or walk alone. But Pascal vows that he'll hunt the two, never stopping until he's destroyed them both.",2005.0
4426.0,Fiction,"Have Space Suit, Will Travel",Robert A. Heinlein,"Teenager Clifford ""Kip"" Russell wins second prize in a soap jingle contest, a used worn spacesuit, and, while trying on his prize in his backyard, suddenly finds himself on a space odyssey as a prisoner aboard the ship of a space pirate, headed toward the Moon and a series of encounters with many bizarre creatures and situations. Reprint. 10,000 first printing.",2005.0
4427.0,Fiction,Tunnel in the Sky,Robert A. Heinlein,"A group of students goes through the gate to an unknown planet for a two-to-ten-day final exam in Advanced Survival only to realize, after a period of fighting the elements and wildlife, that something has gone wrong with the gate and what was a brief survival exam has become an endless struggle for life. Reprint. 10,000 first prinitng.",2005.0
4428.0,Fiction,Citizen of the Galaxy,Robert A. Heinlein,A youth who has known only the primitive life of a galaxy slave is purchased by a beggar who turns out to be a man with many extracurricular activities.,2005.0
4429.0,Fiction,Where Are the Children?,Mary Higgins Clark,"Nancy Harmon long ago fled the heartbreak of her first marriage, the macabre deaths of her two little children, and the shocking charges against her. She changed her name, dyed her hair, and left California for the windswept peace of Cape Cod. Now remarried, she has two more beloved children, and the terrible pain has begun to heal -- until the morning when she looks in the backyard for her little boy and girl and finds only one red mitten. She knows that the nightmare is beginning again....",2005.0
4430.0,Fiction,Star Trek: Voyager: String Theory #3,Heather Jarman,"With Captain Janeway dying, Chakotay assumes command of the Voyager, only to be confronted by the disappearance of Paris, Kim, and the Doctor, while the Federation's old nemesis, the cosmic meddler Q, sends two of the missing crewmembers on a voyage into the past, and the conflict ranging in the Monorhan system threatens to engulf the entire universe. Original.",2006.0
4431.0,Fiction,Wind Rider's Oath,David Weber,"Bahzell of the Hradani is Back! Exciting Fantasy Adventure by the New York Times Best-Selling Author of the Honor Harrington Series. First Time in Paperback. In The War God's Own, Bahzell had managed to stop a war by convincing Baron Tellian, leader of the Sothoii, to ""surrender"" to him, the War God's champion. Now, he has journeyed to the Sothoii Wind Plain to oversee the parole he granted to Tellian and his men, to represent the Order of Tomanak, the War God, and to be an ambassador for the hradani. What's more, the flying coursers of the Sothoii have accepted Bahzell as a wind rider-the first hradani wind rider in history. And since the wind riders are the elite of the elite among the Sothoii, Bahzell's ascension is as likely to stir resentment as respect. That combination of duties would have been enough to keep anyone busy-even a warrior prince like Bahzell-but additional complications are bubbling under the surface. The goddess Shigu, the Queen of Hell, is sowing dissension among the war maids of the Sothoii. The supporters of the deposed Sothoii noble who started the war are plotting to murder their new leige lord and frame Bahzell for the deed. Of course, those problems are all in a day's work for a champion of the War God. But what is Bahzell going to do about the fact that Baron Tellian's daughter, and heir to the realm, seems to be thinking that he is the only man-or hradani-for her?",2005.0
4432.0,Fiction,On Basilisk Station,David Weber,"Instead of remaining out of sight during her assignment to a forlorn outpost, spaceship commander Honor Harrington, along with her vessel, the Fearless, performs incredible flying maneuvers to stop a foreign takeover of a major space station.",2005.0
4433.0,Fiction,The Farthest Shore,Ursula K. Le Guin,"When the prince of Enlad declares the wizards have forgotten their spells, Ged sets out to test the ancient prophecies of Earthsea.",2004.0
4434.0,Fiction,A Hunger Like No Other,Kresley Cole,"In New York Times and USA TODAY bestselling author Kresley Cole’s sizzling series, a fierce werewolf and a bewitching vampire become unlikely soul mates whose passion will test the boundaries of life and death. After enduring years of torture from the vampire horde, Lachlain MacRieve, leader of the Lykae Clan, is enraged to find the predestined mate he’s waited millennia for is a vampire. Or partly one. Emmaline Troy is a small, ethereal half Valkyrie/half vampire, who somehow begins to soothe the fury burning within him. Sheltered Emmaline finally sets out to uncover the truth about her deceased parents—until a powerful Lykae claims her as his mate and forces her back to his ancestral Scottish castle. There, her fear of the Lykae—and their notorious dark desires—ebbs as he begins a slow, wicked seduction to sate her own dark cravings. Yet when an ancient evil from her past resurfaces, will their desire deepen into a love that can bring a proud warrior to his knees and turn a gentle beauty into the fighter she was born to be?",2006.0
4435.0,Fiction,No Rest for the Wicked,Kresley Cole,"New York Times and USA TODAY bestselling author Kresley Cole delivers a scorching tale about a foreboding vampire who lives in the shadows—and the beautiful assassin determined to hunt him down—in the “sensational” (RT Book Reviews) second novel of the Immortals After Dark series. Centuries ago, Sebastian Wroth was turned into a vampire against his will. Burdened with hatred and alone for ages, he sees little reason to live. Until an exquisite, fey creature comes to kill him, inadvertently saving him instead. When Kaderin the Cold Hearted lost her two beloved sisters to a vampire attack long ago, a benevolent force deadened her sorrow—accidentally extinguishing all of her emotions. Yet whenever Kaderin encounters Sebastian, her feelings—particularly lust—emerge multiplied. For the first time, she’s unable to complete a kill. And when the prize of a legendary month-long contest is powerful enough to change history, Kaderin will do anything to win it for her sisters. Wanting only to win her, forever, Sebastian competes as well, taking every opportunity—as they travel to ancient tombs and through catacombs, seeking relics around the world—to use her new feelings to seduce her. But when Kaderin is forced to choose between the vampire she’s falling for and reuniting her family, how can she live without either?",2006.0
4436.0,Fiction,Sahara,Clive Cussler,"1996, Egypt. Searching for a treasure on the Nile, DIRK PITT thwarts the attempted assassination of a beautiful U.N. scientist investigating a disease that is driving thousands of North Africans into madness, cannibalism, and death. The suspected cause of the raging epidemic is vast, unprecedented pollution that threatens to extinguish all life in the world's seas. Racing to save the world from environmental catastrophe, Pitt and his team, equipped with an extraordinary, state-of-the-art yacht, run a gauntlet between a billionaire industrialist and a bloodthirsty West African tyrant. In the scorching desert, Pitt finds a gold mine manned by slaves and uncovers the truth behind two enduring mysteries -- the fate of a Civil War ironclad and its secret connection with Lincoln's assassination, and the last flight of a long-lost female pilot....Now, amidst the blazing, shifting sands of the Sahara, DIRK PITT will make a desperate stand -- in a battle the world cannot afford to lose!",2005.0
4437.0,Fiction,Deep Six,Clive Cussler,"A dangerous Soviet plot looming behind the evil plans of a great Asian shipping family, challenges Dirk Pitt to action",2005.0
4438.0,Fiction,Midnight Brunch,Marta Acosta,"What's a girl to do when she discovers she's the main course on the menu? Hip, funny Milagro de los Santos thinks she's finally found love and a home at the California ranch of fabulous Oswald Grant and his urbane relatives, who have a rare genetic disorder that some call vampirism. But Milagro is bewildered when she's excluded from an ancient and mysterious midnight ceremony whose participants include Oswald's unfriendly parents, a creepy family elder, and Milagro's ex-lover, the powerful and decadent Ian Ducharme. What skeletons are the vampires keeping in their designer closets? When Milagro's life is threatened by a rogue family member, she flees to the desert to hide. Instead of solitude, she encounters an egomaniacal actor, a partying heiress, a sly tabloid reporter, and a lavish spa full of dark secrets -- all of which might help her find a way home.",2007.0
4439.0,Fiction,Oath of Swords,David Weber,"Bahzell Bahnakson, one of the Hradani, a race that is despised for their rages, thirst for blood, and generally uncivilized behavior, runs afoul of the War God and ends up in trouble involving sorcery, demons, and a great deal more. Reprint.",2006.0
4440.0,Fiction,Cell,Stephen King,"Mayhem and violence are unleashed around the world when a pulse from a mysterious source transforms all cell phone users into savage, unthinking, homicidal maniacs, and only a small band of ""normies"" who somehow avoided the technological attack can stop the rampage. Reprint.",2006.0
4441.0,Fiction,Angels & Demons,Dan Brown,"The explosive Robert Langdon thriller from Dan Brown, the #1 New York Times bestselling author of The Da Vinci Code and Inferno—now a major film directed by Ron Howard and starring Tom Hanks and Felicity Jones. Angels & Demons careens from enlightening epiphanies to dark truths as the battle between science and religion turns to war. This is the book that started it all: we meet Robert Langdon for the first time, caught up in a race against time to find an apocalyptic time-bomb, planted by an ancient secret society that has surfaced to carry out its ultimate threat: to destroy the Vatican.",2006.0
4442.0,Fiction,Deception Point,Dan Brown,"On the eve of a presidential race in which NASA's budget is a pivotal issue, the space agency announces the discovery of an ancient meteorite filled with fossils deep in the Arctic ice.",2006.0
4443.0,Fiction,Ricochet,Sandra Brown,"When detective Duncan Hatcher is summoned to the stately home of Judge Cato Laird to investigate a killing, he realises that discretion is key if he wants to keep his job. Elise, the judge's trophy wife, claims to have shot and killed a burglar in self-defence, but Duncan is almost certain she's lying.",2007.0
4444.0,Fiction,The Guy Not Taken,Jennifer Weiner,"From the bestselling author of ""Good in Bed"" comes a new collection of stories.",2006.0
4445.0,Fiction,Dragon,Clive Cussler,Adventurer Dirk Pitt matches wits with a group of Japanese nationalist extremists out to establish a new empire as he races against time to recover an atomic bomb lost in the Pacific aboard a B-29 during World War II.,2006.0
4446.0,Fiction,More Twisted,Jeffery Deaver,A collection of sixteen short works includes a new tale featuring Lincoln Rhyme and Amelia Sachs.,2006.0
4447.0,Juvenile Fiction,Wild Magic,Tamora Pierce,"Thirteen-year-old DaIne has always had a knack with animals, but it's not until she's forced to leave home that she realizes it's more than a knack -- it's magic. With this wild magic, not only can Daine speak to animals, but also she can make them obey her. Daine takes a job handling horses for the Queen's Riders, where she meets the master mage Numair and becomes his student. Under Numair's guidance, Daine explores the scope of her magic. But she begins to sense other beings too: immortals. These bloodthirsty monsters have been imprisoned in the Divine Realms for the past four hundred years, but now someone has broken the barrier. It's up to Daine and her friends to defend their world from an immortal attack.",2005.0
4448.0,Juvenile Fiction,Godless,Pete Hautman,"When sixteen-year-old Jason Bock and his friends create their own religion to worship the town's water tower, what started out as a joke begins to take on a power of its own.",2005.0
4449.0,Juvenile Fiction,The Realms of the Gods,Tamora Pierce,"During a dire battle against the fearsome Skinners, Daine and her mage teacher Numair are swept into the Divine Realms. Though happy to be alive, they are not where they want to be. They are desperately needed back home, where their old enemy, Ozorne, and his army of strange creatures are waging war against Tortall. Trapped in the mystical realms Daine discovers her mysterious parentage. And as these secrets of her past are revealed so is the treacherous way back to Tortall. So they embark on an extraordinary journey home, where the fate of all Tortall rests with Daine and her wild magic.",2006.0
4450.0,Juvenile Fiction,Amelia's Notebook,Marissa Moss,"The hand-lettered contents of a nine-year-old girl's notebook, in which she records her thoughts and feelings about moving, starting school, and dealing with her older sister, also includes reflections on keeping her old best friend and making a new one.",2006.0
4451.0,Young Adult Fiction,Go Ask Alice,Anonymous,"A teen plunges into a downward spiral of addiction in this classic cautionary tale. January 24th After you've had it, there isn't even life without drugs.... It started when she was served a soft drink laced with LSD in a dangerous party game. Within months, she was hooked, trapped in a downward spiral that took her from her comfortable home and loving family to the mean streets of an unforgiving city. It was a journey that would rob her of her innocence, her youth -- and ultimately her life. Read her diary. Enter her world. You will never forget her. For thirty-five years, the acclaimed, bestselling first-person account of a teenage girl's harrowing decent into the nightmarish world of drugs has left an indelible mark on generations of teen readers. As powerful -- and as timely -- today as ever, Go Ask Alice remains the definitive book on the horrors of addiction.",2006.0
4452.0,Juvenile Fiction,Ghost Ship,Mary Higgins Clark,"While visiting his grandmother on Cape Cod, nine-year-old Thomas encounters a ship's cabin boy from centuries past.",2007.0
4453.0,Juvenile Fiction,Z for Zachariah,Robert C. O'Brien,"Believing herself to be the only survivor of a nuclear war, Ann Burden greets a wandering stranger with excitement and suspicion. An ALA Notable Book & ALA Best Book for Young Adults. Reprint.",2007.0
4454.0,Juvenile Fiction,Crazy Hot,Melissa de la Cruz,"Eliza, Jacqui, and Mara are just beginning their new careers, but find themselves all together in the Hamptons once again since Eliza's new stepmother needs a nanny.",2007.0
4455.0,Philosophy,The Birth Of Tragedy,Friedrich Wilhelm Nietzsche,"Indeed, what is the Dionysian? This book offers an answer to that question: a ""knowledgeable person"" speaks there, the initiate and disciple of his own god. Perhaps I would now speak with more care and less eloquently about such a difficult psychological question as the origin of tragedy among the Greeks. A basic issue is the relationship of the Greeks to pain, the degree of their sensitivity. Did this relationship remain constant? Or did it turn itself around? That question whether their constantly strong desire for beauty, feasts, festivities, and new cults arose out of some lack, deprivation, melancholy, or pain.",2004.0
4456.0,Autism,The Curious Incident of the Dog in the Night-time,Mark Haddon,"Despite his overwhelming fear of interacting with people, Christopher, a mathematically-gifted, autistic fifteen-year-old boy, decides to investigate the murder of a neighbor's dog and uncovers secret information about his mother.",2003.0
4457.0,Study Aids,The Scarlet Letter,Nathaniel Hawthorne,"The Scarlet Letter: A Kaplan SAT Score-Raising Classic features: *The complete tale of the classic novel, The Scarlet Letter *More than 800 vocabulary words frequently tested on the SAT highlighted throughout the text *Definitions for each highlighted word on the facing page *A pronunciation guide *An index for easy reference",2006.0
4458.0,Fiction,Harm's Way,Elizabeth Stewart,"""Elgin Collier, AKA Gillian Shelby, is the world's most popular women's erotica author. She has wealth, success and now apparently a stalker who may already have committed murder. Sheila Forbes, Elgin's publisher and best friend hires Campbell Harm, head of Harm's Way Security to protect her and find the stalker. It's hate at first sight for these strong-willed, independent people. He thinks she's a """"pornographer"""" and she thinks he's a """"knuckle-dragging Neanderthal."""" Sparks fly from their first meeting.""",2005.0
4459.0,Fiction,Wicked Sacrifice,Lora Leigh,"Bound Hearts - Wicked Intent By Lora Leigh Control has meant everything to Tally Raines. Control of the office she ran as Jesse Wyman's secretary, and now control of Lucian Conover's office as well. But Lucian isn't content to be controlled by his fiery secretary. As a matter of fact, Lucian thinks she needs to loosen up and let the sexy, sensual woman hiding beneath her cool exterior free. And he will dare her to do just that...With a little help. Bound Hearts - Sacrifice By Lora Leigh Book five of the Bound Hearts series. Kimberly has run from Jared for a year now, sensing the weakness he could be to her future. But she never expected the sacrifice he would make for her. One that will rock her soul, and destroy the very foundations of all her beliefs. Her sexuality, her heart, and all she's fought for in the last six years will be tested when an assignment takes her to Jared's farm, and into his bed. There she will learn the true meaning of hunger, of love¿as well as the deception and the lies that have governed her life for so long. Anything worth having is worth sacrificing for. Kimberly is about to find out if she can pay the price, and risk not only the inheritance that should be hers, but also her heart to the one man who can still the fires that rage in her soul.",2006.0
4460.0,Performing Arts,The Art of Howl's Moving Castle,Hayao Miyazaki,"An in-depth look at the concept and artwork of the movie features a collection of concept sketches, fully rendered character and background drawing, paintings and cell images, along with interviews and comments from the production staff and director.",2005.0
4461.0,Comics & Graphic Novels,Howls Moving Castle Picture Book,Hayao Miyazaki,Sophie is resigned to her fate as a hat shop apprentice until a witch turns her into an old woman and she finds herself in the castle of the greatly feared wizard Howl.,2005.0
4462.0,Comics & Graphic Novels,Howl's Moving Castle Film Comic,Hayao Miyazaki,"Sophie thinks of herself as plain and boring, especially compared to her vivacious younger sister Lettie. Sophie expects to spend the rest of her life quietly making hats in the back room of her family's shop, but as her country prepares for war, she is forced to set out on an extraordinary adventure! After a escaping the unwanted attentions of some bored soldiers with the help of a handsome stranger, Sophie returns home only to be accosted by the infamous Witch of the Waste! The Witch lays a curse on her, turning Sophie into a creaky old woman. Sophie knows she has to leave town, and soon finds herself taking shelter in the moving castle of the dread wizard Howl...who is rumoured to eat women's hearts!",2005.0
4463.0,Comics & Graphic Novels,"Fullmetal Alchemist, Vol. 5",Hiromu Arakawa,"When an alchemical ritual goes awry, causing Edward Elric to lose limbs and his brother to become trapped in a suit of armor, Edward begins a quest to recover the one thing that can restore them, the legendary Philosopher's Stone.",2006.0
4464.0,Juvenile Fiction,Fullmetal Alchemist: The Abducted Alchemist (Novel),Hiromu Arakawa,"When the Elric brothers travel to an old mining town and encounter powerful alchemists, sparks fly in this paradise they have discovered.",2006.0
